Carpark Number,Total Lots,Lots Available,Address
HG98,304,201,BLK 988 BUANGKOK GREEN
PL29,298,201,BLK 633 PUNGGOL DRIVE
TP40,360,201,BLK 241-259/25-27 KIM KEAT LINK/AVENUE
UA5,337,201,BLK 12 TO 18 JOO SENG ROAD
U21,313,201,BLK 301/309 BUKIT BATOK STREET 31
W50,254,201,BLK 846A WOODLANDS AVENUE 4
W887,286,201,BLK 887 WOODLANDS DRIVE 50
HG1E,306,202,BLK 377 HOUGANG STREET 32
PRM,576,202,BLK 33 PARK CRESCENT MSCP
SB24,387,202,BLK 506 WELLINGTON CIRCLE
Y49M,267,202,BLK 419A YISHUN AVENUE 11
TW3,338,203,BLK 8/11 TECK WHYE LANE
W43,323,203,BLK 406A WOODLANDS STREET 41
CK3,282,204,BLK 118/124 TECK WHYE LANE
PL34,277,204,BLK 603 PUNGGOL ROAD
SE35,300,204,BLK 500/506B SERANGOON NORTH AVENUE 4
TM55,298,204,BLK 873A TAMPINES STREET 85
U54,235,204,241A BUKIT BATOK EAST AVENUE 5
BE25,263,205,BLK 207A BISHAN STREET 23
SK66,520,206,BLK 156A RIVERVALE CRESCENT
W48,291,206,BLK 874A WOODLANDS STREET 81
BA2,361,207,BLK 117 ALKAFF CRESCENT
B34,274,207,BLK 134/136 BEDOK NORTH AVENUE 3
PM30,351,207,BLK 614A ELIAS ROAD
W68,300,207,BLK 718A WOODLANDS AVENUE 6
B67,334,208,BLK 649A JALAN TENAGA
CK37,306,208,BLK 552A CHOA CHU KANG STREET 52
CK6A,300,208,BLK 146A 146A TECK WHYE AVENUE
SB4,272,208,BLK 313A SEMBAWANG DRIVE
CK55,356,209,BLK 631-637 & 636A CHOA CHU KANG NORTH 6
KE3M,255,209,BLK 145A BEDOK RESERVOIR ROAD
PDS1,346,209,BLK 118 RIVERVALE DR
PL37,286,209,BLK 614 EDGEFIELD PLAINS
AM19,300,210,BLK 260 ANG MO KIO STREET 21
W14,328,210,BLK 210/218 MARSILING CRESCENT
AM46,408,211,BLK 588 ANG MO KIO STREET 52
BJ10,310,211,BLK 234-241 BUKIT PANJANG RING ROAD
C32,289,211,BLK 514-519 WEST COAST ROAD
SE29,333,211,BLK 2A LORONG LEW LIAN
CDM,343,212,BLK 54 COMMONWEALTH DRIVE
CK31,290,212,BLK 251A CHOA CHU KANG AVENUE 2
PM10,355,212,BLK 204A PASIR RIS STREET 21
SB39,273,212,BLK 108 CANBERRA WALK
SK92,296,212,BLK 279 SENGKANG EAST AVENUE
W45,324,212,BLK 421A WOODLANDS STREET 41
Y6,366,212,BLK 150/161 YISHUN STREET 11
C7,459,213,BLK 349-355 CLEMENTI AVENUE 2
KTM2,429,213,BLK 120B KIM TIAN PLACE
TM15,299,213,BLK 450B TAMPINES STREET 42
TM45,277,213,BLK 869C TAMPINES AVENUE 8
PL45,354,214,BLK 169 PUNGGOL FIELD
A41,308,215,BLK 466/470 ANG MO KIO STREET 44
CK34,318,215,BLK 511A CHOA CHU KANG STREET 51
J84M,285,215,BLK 854A JURONG WEST STREET 81
PM5,325,215,BLK 235A PASIR RIS STREET 21
U39,248,215,BLK 631 BUKIT BATOK CENTRAL
CKM9,273,216,BLK 297B CHOA CHU KANG AVENUE 2
MM4,288,216,BLK 31A CIRCUIT ROAD
PP5,346,216,BLK 113 TO 120 POTONG PASIR AVENUE 1
T45,339,216,BLK 843/855 TAMPINES STREET 83
T50,350,216,BLK 887-889 TAMPINES STREET 81/AVENUE 3
CK44,285,217,BLK 762A CHOA CHU KANG NORTH 5
J6,318,217,BLK 209/214 JURONG EAST STREET 21
W3,1000,217,BLK 4A/6A WOODLANDS CENTRE ROAD
Y48M,257,217,BLK 385 YISHUN RING ROAD/AVENUE 6
BRM1,335,218,BLK 112A WHAMPOA ROAD
B80,250,218,BLK 739A BEDOK RESERVOIR ROAD
C15M,289,218,BLK 440 CLEMENTI AVENUE 3
S104,339,218,BLK 215 COMPASSVALE DRIVE
BE11,352,219,BLK 181-186 BISHAN STREET 13
HG61,311,219,BLK 559A HOUGANG STREET 51
TP53,323,219,BLK 216 TO 221 LORONG 8 TOA PAYOH
W693,322,219,BLK 693 WOODLANDS AVENUE 6
BE14,332,220,BLK 167A BISHAN STREET 13
TPM4,343,220,BLK 81C LORONG 4 TOA PAYOH
CK13,326,221,BLK 414-420 CHOA CHU KANG AVENUE 4
CVBK,444,221,BLK 8C BOON KENG ROAD
J68M,276,221,BLK 962A JURONG WEST STREET 91
U9,400,221,BLK 169/177 BUKIT BATOK WEST AVENUE 8
WGL,390,221,BLK 781 TO 783 WOODLANDS AVENUE 9/CRESCENT/RISE
Y31,313,221,BLK 850/855 YISHUN STREET 81/RING ROAD
BJ2,385,222,BLK 141-151 GANGSA ROAD/PETIR ROAD
KAM,396,222,BLK 335 KRETA AYER MSCP
MP13,396,222,BLK 78 & 79 MARINE DRIVE
PL51,321,222,BLK 213 PUNGGOL WALK
PR13,365,222,"BLK 537-543, 564-569 PASIR RIS STREET 51"
J41,350,223,BLK 468-473 JURONG WEST STREET 41
Y38,648,223,BLK 650/661 YISHUN AVENUE 4
BJ52,319,224,BLK 185A JELEBU ROAD
PM24,295,224,BLK 561A PASIR RIS STREET 51
B20,385,225,BLK 67/73 BEDOK SOUTH ROAD
CK51,318,225,BLK 621A CHOA CHU KANG NORTH 7
PD8W,290,225,BLK 883A WOODLANDS ST 82
W66,340,225,BLK 709A WOODLANDS DRIVE 70
HG3E,299,226,BLK 993 BUANGKOK LINK
W81,300,226,BLK 786A WOODLANDS DRIVE 60
JM23,793,227,BLK 276 JURONG WEST STREET 25
KTM4,380,227,BLK 119A KIM TIAN ROAD
U24,364,227,BLK 324/336 BUKIT BATOK STREET 32/33
BJ16,311,228,BLK 259A BANGKIT ROAD
GM1A,414,228,BLK 2A GHIM MOH ROAD
HG74,316,228,BLK 166A HOUGANG AVENUE 1
J1,368,228,BLK 101/107 JURONG EAST STREET 13
J75M,326,229,BLK 841A JURONG WEST STREET 81
UBKM,343,229,BLK 13A UPPER BOON KENG ROAD
U55,350,229,BLK 445 BUKIT BATOK WEST AVENUE 8
BJ13,352,230,BLK 270-277 BANGKIT ROAD
SIM2,314,230,BLK 125 SIMEI STREET 1
Y26,304,230,BLK 816/820 YISHUN STREET 81
AM14,350,231,BLK 227 ANG MO KIO STREET 23
BE19,380,231,BLK 503/504 BISHAN STREET 11
P1,314,231,BLK 196 PUNGGOL FIELD
SB8,296,231,BLK 330A SEMBAWANG CLOSE
J74,367,232,BLK 711/718 JURONG WEST STREET 71
T7A,283,232,BLK 136A TAMPINES STREET 11
CK38,344,233,BLK 541A CHOA CHU KANG STREET 52
CK7,298,233,BLK 135A TECK WHYE LANE
DRM3,285,233,108A DEPOT ROAD
PM27,326,233,BLK 578A PASIR RIS STREET 53
PR3,384,233,BLK 531/536 PASIR RIS DRIVE 1/PASIR RIS CENTRAL
TJ41,316,233,BLK 140 CORPORATION DRIVE
TP52,456,233,BLK 210 TO 215 LORONG 8 TOA PAYOH
CK14,371,234,BLK 278/287 CHOA CHU KANG AVENUE 2/3
CK22,378,234,BLK 343A CHOA CHU KANG LOOP
PM41,359,234,BLK 747A PASIR RIS STREET 71
BJ18,324,235,BLK 401-408 FAJAR ROAD
B88,385,235,BLK 34A BED0K SOUTH AVENUE 2
TM51,330,235,BLK 879C TAMPINES AVENUE 8
TPM6,358,235,BLK 35A LORONG 5 TOA PAYOH
T1,413,235,BLK 101/108 TAMPINES STREET 11
B51,322,236,BLK 611/616 BEDOK RESERVOIR ROAD
B72,412,236,BLK 660A JALAN TENAGA
HG70,348,236,BLK 567A HOUGANG STREET 51
J79M,337,236,BLK 821A JURONG WEST STREET 81
J8,377,236,BLK 232/240 JURONG EAST STREET 21
TJ38,293,236,175 YUNG KUANG ROAD
BE27,344,237,BLK 212A BISHAN STREET 23
PM8,330,237,BLK 458A PASIR RIS DRIVE 4
SE17,436,237,BLK 321/329 SERANGOON AVENUE 3
SIM1,317,237,BLK 115 SIMEI STREET 1
TJ36,305,237,BLK 121A YUAN CHING ROAD
TM14,365,237,BLK 891B TAMPINES AVENUE 8
A4,337,238,BLK 217/220 ANG MO KIO AVENUE 1
BM26,460,238,BLK 1/3/5 JALAN BUKIT MERAH
CK39,371,238,BLK 559A CHOA CHU KANG NORTH 6
TM21,338,238,BLK 340A TAMPINES STREET 33
W17,411,238,BLK 101-113 WOODLANDS STREET 13
A72,358,239,BLK 633/640 ANG MO KIO STREET 61
SK76,337,239,BLK 210 COMPASSVALE LANE
T80,348,239,BLK 461/471 TAMPINES STREET 44
W588,358,239,BLK 588A WOODLANDS DRIVE 16
W70,298,239,BLK 739A WOODLANDS CIRCLE
B28,342,240,BLK 107/110 BEDOK NORTH ROAD
J3,308,240,BLK 111/116 JURONG EAST STREET 13
W570,341,240,BLK 570 WOODLANDS AVENUE 1
W65,360,240,BLK 701A WOODLANDS DRIVE 40
MNRM,355,241,BLK 108A MCNAIR ROAD
SAM,327,241,BLK 60A STRATHMORE AVENUE
C4M,392,242,BLK 413A COMMONWEALTH AVENUE WEST
J64,330,242,BLK 354 JURONG EAST AVENUE 1
SE32,396,242,BLK 521/530 SERANGOON NORTH AVENUE 4
TBM2,243,242,BLK 73A TELOK BLANGAH STREET 32
W51,304,242,BLK 866A WOODLANDS STREET 83
C28M,305,243,BLK 208 CLEMENTI AVENUE 6
SK13,355,243,BLK 228D COMPASSVALE WALK
DUXM,1095,244,BLK 1 CANTONMENT ROAD
SK80,354,244,BLK 434 FERNVALE ROAD
W694,313,244,BLK 694 WOODLANDS DRIVE 62
A26,333,245,BLK 113/114/118 ANG MO KIO AVENUE 4
BJ71,312,245,BLK 642 SENJA CLOSE
J50,427,245,BLK 401/408 JURONG WEST STREET 42
MP2M,616,245,BLK 35A MARINE CRESCENT
SE42,352,245,BLK 512A SERANGOON NORTH AVENUE 4
SK77,412,245,BLK 410 FERNVALE ROAD
TM5,501,245,BLK 492A TAMPINES STREET 45
W780,350,245,BLK 780 WOODLANDS CRESCENT
DWVT,318,246,BLK 78A DAWSON ROAD
SK43,317,246,BLK 290 COMPASSVALE CRESCENT
S115,342,246,BLK 462 SENGKANG WEST WAY
A75,354,247,BLK 177/182 ANG MO KIO AVENUE 4
KB4,408,247,BLK 72/93/97 GEYLANG BAHRU
PL36,382,247,BLK 305 PUNGGOL ROAD
PL62,300,247,BLK 256 SUMANG WALK
TM12,350,247,BLK 390A TAMPINES AVENUE 7
TPM5,342,247,BLK 84C LORONG 2 TOA PAYOH
Y45,311,247,BLK 343-346 YISHUN AVENUE 11
B59,386,248,BLK 716/718/721 BEDOK RESERVOIR ROAD
CK50,374,248,BLK 611A CHOA CHU KANG STREET 62
KTM6,252,248,BLK 127 KIM TIAN ROAD
J45,361,249,BLK 484-491 JURONG WEST AVENUE 1
PM6,412,249,BLK 245A PASIR RIS STREET 21
S114,336,249,BLK 460 SENGKANG WEST WAY
U65,391,249,BLK 439 BUKIT BATOK WEST AVENUE 8
U40,288,251,BLK 644A BUKIT BATOK CENTRAL
W25,450,251,BLK 307-320 WOODLANDS AVENUE 1
BP2,466,252,BLK 110/115 BUKIT PURMEI ROAD
CK9A,372,252,BLK 228-239 CHOA CHU KANG CENTRAL
J20,365,252,BLK 311/316 JURONG EAST STREET 32
SE27,380,252,BLK 421/427 SERANGOON CENTRAL/AVENUE 1
TBCM,593,252,BLK 16A TELOK BLANGAH CRESCENT
PM43,340,253,BLK 757A PASIR RIS STREET 71
A29,435,254,BLK 347 ANG MO KIO AVENUE 3
PM17,398,254,BLK 142A PASIR RIS STREET 11
TM24,344,254,BLK 359A TAMPINES STREET 34
T20,380,254,BLK 231/238 TAMPINES STREET 21
U64,382,254,BLK 461 BUKIT BATOK WEST AVENUE 8
C3M,882,255,BLK 416A CLEMENTI AVENUE 1
JM32,410,255,697 JURONG WEST CENTRAL 3
PL77,376,255,BLK 659 PUNGGOL EAST ROAD
PM13,435,256,BLK 199A PASIR RIS STREET 12
Y80M,363,256,BLK 470 YISHUN STREET 42
B74,365,257,BLK 671A JALAN DAMAI
CAM,480,257,BLK 88 TANGLIN HALT ROAD
HG41,461,257,BLK 633-642 & 647-648 HOUGANG AVENUE 8
Y32,382,258,BLK 858/864 YISHUN AVENUE 4
Y69M,350,258,BLK 513 YISHUN STREET 51
Y82M,343,258,BLK 478 YISHUN STREET 42
BJ27,305,259,BLK 442A FAJAR ROAD
HG2B,323,259,BLK 933 HOUGANG AVENUE 9
P4,411,259,BLK 105 EDGEFIELD PLAINS
SK12,354,260,BLK 103A RIVERVALE WALK
U31,348,260,BLKS 526-534 BUKIT BATOK STREET 51
W55,373,260,BLK 859A WOODLANDS STREET 83
Y35,402,260,BLK 632/641 YISHUN STREET 61
BRM7,360,261,BLK 78A LORONG LIMAU
B57,426,261,BLK 701/708 BEDOK RESERVOIR ROAD
HG4,407,261,BLK 19-23 HOUGANG AVENUE 3
TJ35,365,261,BLK 183A CORPORATION DRIVE
W21,495,261,BLK 167-179 WOODLANDS STREET 13
W691,333,261,BLK 691 WOODLANDS DRIVE 73
PM44,350,262,BLK 762A PASIR RIS STREET 71
TRS,269,262,BLK 14 KAMPONG ARANG ROAD
W80,322,262,BLK 775A WOODLANDS CRESCENT
Y3,403,262,BLK 112/120 YISHUN RING ROAD
PL68,366,263,BLK 217 SUMANG WALK
J77M,350,264,BLK 750A JURONG WEST STREET 73
SK78,264,264,BLK 443 FERNVALE ROAD
AM18,451,265,BLK 308C ANG MO KIO AVENUE 1
BE31,300,265,BLK 232-237 BISHAN STREET 22
SGTM,429,265,BLK 25A/26/26A/26B SAINT GEORGE'S LANE
TM22,345,265,BLK 351A TAMPINES STREET 33
Y52M,361,265,BLK 456A YISHUN STREET 41
JBM,342,266,BLK 134A JALAN BUKIT MERAH
PL46,428,266,BLK 624 PUNGGOL CENTRAL
W53,397,266,BLK 881A WOODLANDS STREET 82
PM35,361,267,BLK 700A PASIR RIS DRIVE 10
SB3,359,267,BLK 325A SEMBAWANG CRESCENT
SE53,309,267,BLK 150 SERANGOON NORTH AVENUE 2
U15,419,267,BLK 231/237 BUKIT BATOK EAST AVENUE 5
Y41M,344,267,BLK 307 YISHUN RING ROAD/CENTRAL
BE30,345,268,BLK 231A BISHAN STREET 23
HG50,490,268,BLK 534-545 HOUGANG AVENUE 8
SK11,362,268,BLK 226D COMPASSVALE WALK
JM9,345,269,BLK 650 JURONG WEST STREET 61
W64,352,269,BLK 605A WOODLANDS DRIVE 42
AR5M,419,270,BLK 19A DOVER CRESCENT
BRM5,376,271,BLK 19A JALAN TENTERAM
B95,359,271,BLK 220 BEDOK CENTRAL
CK71,371,271,BLK 488 CHOA CHU KANG AVENUE 5
J71,450,271,BLK 812/826 JURONG WEST STREET 81
PM3,388,271,BLK 225A PASIR RIS STREET 21
PR12,392,271,BLK 544/556 PASIR RIS STREET 51
S105,367,271,BLK 217 COMPASSVALE DRIVE
S107,414,271,BLK 338 ANCHORVALE CRESCENT
BJ42,450,272,BLK 163A GANGSA ROAD
S103,366,272,BLK 293 COMPASSVALE CRESCENT
TAM1,425,272,BLK 507 TAMPINES CENTRAL 1
U69,389,272,BLK 467 BUKIT BATOK WEST AVENUE 9
SK64,391,273,BLK 269 COMPASSVALE LINK
SK91,381,273,BLK 281 SENGKANG EAST AVENUE
W505,368,273,BLK 505A WOODLANDS DRIVE 14
CK35,345,274,BLK 513A CHOA CHU KANG STREET 51
C8,347,274,BLK 335/338 CLEMENTI AVENUE 2
PM29,412,274,BLK 601A ELIAS ROAD
Y21M,367,274,BLK 296A YISHUN STREET 20
W103,339,275,BLK 766A WOODLANDS CIRCLE
TPMR,374,276,BLK 261A TOA PAYOH EAST
Y51,483,276,"BLK 423/427, 433/440 YISHUN AVENUE 6/11"
B10M,303,277,BLK 431 BEDOK NORTH ROAD
B75,329,277,BLK 613C BEDOK RESERVOIR ROAD
PL43,417,277,BLK 288 PUNGGOL PLACE
B31,415,278,BLK 124/129 BEDOK NORTH STREET 2
B6,521,278,BLK 204/209 NEW UPPER CHANGI ROAD
B69,370,278,BLK 94A BEDOK NORTH AVENUE 4
ECM,407,278,BLK 31A EUNOS CRESCENT
Y54M,434,278,BLK 925 YISHUN CENTRAL 1
TM53,343,279,BLK 859B TAMPINES AVENUE 5
W94,368,279,BLK 678A WOODLANDS AVENUE 6
BJ41,389,280,BLK 152A GANGSA ROAD
C10,767,280,"BLK 339,341,344-345,371-381 CLEMENTI AVENUE 5"
PL55,364,280,BLK 261 PUNGGOL WAY
SK2,360,280,BLK 236A COMPASSVALE WALK
Y77M,423,280,BLK 461 YISHUN AVENUE 6
A45,397,281,BLK 570/578 ANG MO KIO STREET 51
SE40,407,281,BLK 550A SERANGOON NORTH AVENUE 3
TM33,369,281,BLK 727A TAMPINES STREET 71
M25,424,282,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT ROAD
Y28M,375,282,BLK 840A YISHUN STREET 81
SB27,395,283,BLK 492A ADMIRALTY LINK
TM32,460,283,BLK 723A TAMPINES STREET 72
PL41,458,284,BLK 273 PUNGGOL PLACE
PL48,476,284,BLK 271 PUNGGOL WALK
W5,355,284,BLK 10/13 MARSILING LANE
Y76M,421,284,BLOCK 676 YISHUN RING ROAD
JM10,367,285,BLK 648 JURONG WEST STREET 61
J78M,458,285,BLK 702A JURONG WEST STREET 71
P8,379,285,BLK 126 EDGEDALE PLAINS
SK86,374,285,BLK 432 SENGKANG WEST WAY
HG45,458,286,BLK 685-691 HOUGANG STREET 61
PM22,355,286,BLK 555A PASIR RIS STREET 51
PM34,441,286,BLK 649A PASIR RIS DRIVE 10
SK42,465,286,BLK 304 ANCHORVALE LINK
PM14,428,287,BLK 180A PASIR RIS STREET 11
SB45,416,287,BLK 132 CANBERRA VIEW
W59,434,287,BLK 897D WOODLANDS DRIVE 50
CK11,393,288,BLK 287A CHOA CHU KANG AVENUE 2
J36,482,288,BLK 543/551 JURONG WEST STREET 42
J96,444,288,BLK 267A TOH GUAN ROAD
NT7,383,288,BLK 646 TAMPINES STREET 62
U29,338,290,BLK 376 BUKIT BATOK MSCP
W586,360,290,BLK 586A WOODLANDS DRIVE 16
HG62,345,291,BLK 566A HOUGANG STREET 51
J29,467,291,BLK 528/534 JURONG WEST STREET 52
PM33,448,291,BLK 635A PASIR RIS DRIVE 1
BRM3,406,292,BLK 98A WHAMPOA DRIVE
T79,456,292,BLK 451/460 TAMPINES STREET 42
W574,479,292,BLK 574 WOODLANDS DRIVE 16
BP1,543,293,BLK 101/109 BUKIT PURMEI ROAD
HG79,401,293,BLK 931A HOUGANG STREET 91
SB41,464,293,BLK 361 SEMBAWANG CRESCENT
TM17,448,293,BLK 842A TAMPINES STREET 82
TPM3,370,293,BLK 171A LORONG 1 TOA PAYOH
W74,381,293,BLK 737A WOODLANDS CIRCLE
BL19,369,294,BLK 212A BOON LAY PLACE
HG2A,408,294,BLK 473 UPPER SERANGOON CRESCENT
P9,382,294,BLK 128 PUNGGOL FIELD WALK
SB42,395,294,BLK 365 SEMBAWANG CRESCENT
W4M,355,294,BLK 7A MARSILING DRIVE
Y41,478,294,BLK 302-314 YISHUN CENTRAL/RING ROAD
Y53M,397,294,BLK 426 YISHUN AVENUE 11
DRM2,392,295,BLK 112C DEPOT ROAD
PL39,430,295,BLK 267 PUNGGOL FIELD
SE13,421,295,BLK 223/230 SERANGOON AVENUE 4
W554,376,295,BLK 554A WOODLANDS DRIVE 53
Y74M,379,295,BLOCK 673 YISHUN AVENUE 4
CC11,417,296,BLK 50/54 CHAI CHEE STREET
HG60,371,296,BLK 548A HOUGANG STREET 51
W782,383,296,BLK 782 WOODLANDS CRESCENT
BJ33,366,297,BLK 234A BUKIT PANJANG RING ROAD
KU4,474,297,BLK 342-352 UBI AVENUE 1
MP19,511,297,BLK 89 MARINE PARADE CENTRAL
PL38,399,297,BLK 612 PUNGGOL DRIVE
PL22,379,298,BLK 644 PUNGGOL CENTRAL
PL26,375,298,BLK 650 PUNGGOL CENTRAL
TJ29,306,298,BLK 155A YUNG LOH ROAD
W24,557,298,BLK 321-335 WOODLANDS STREET 32
AR2M,696,299,BLK 28 DOVER CRESCENT
TJ34,350,299,BLK 115A HO CHING ROAD
MM6,413,300,BLK 82 CIRCUIT ROAD
W92,389,300,BLK 633A WOODLANDS RING ROAD
BJ1,457,301,BLK 130-140 CASHEW ROAD
MP4M,302,301,BLK 16A MARINE TERRACE
PL53,424,301,BLK 266 PUNGGOL WAY
CK42,453,302,BLK 754A CHOA CHU KANG NORTH 5
KU2,477,303,BLK 319-330 UBI AVENUE 1
PL27,407,303,BLK 204 PUNGGOL FIELD
W46,407,303,BLK 426A WOODLANDS STREET 41
W71,377,303,BLK 728A WOODLANDS CIRCLE
A55,767,304,BLK 729/730 ANG MO KIO AVENUE 6/8
BA8,352,304,BLK 207 WOODLEIGH LINK
BMVM,361,304,BLK 126A BUKIT MERAH VIEW
HG14,504,304,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5"
HG47,432,304,BLK 805 HOUGANG CENTRAL
J81M,466,304,BLK 760A JURONG WEST STREET 74
SB33,388,304,BLK 592 MONTREAL LINK
SK16,429,304,BLK 111A RIVERVALE WALK
TM34,435,304,BLK 730A TAMPINES STREET 71
Y63M,390,304,BLK 333 YISHUN STREET 31
JRTM,433,305,BLK 37A JALAN RUMAH TINGGI
PDW8,390,305,BLK 888A WOODLANDS DR 50
PL28,363,305,BLK 194 PUNGGOL ROAD
SK10,394,305,BLK 241A COMPASSVALE WALK
W77,388,305,BLK 757A WOODLANDS AVENUE 4
TGM4,388,306,BLK 57A TEBAN GARDENS ROAD
SB20,359,307,BLK 505 CANBERRA LINK
BE37,402,308,BLK 282 BISHAN STREET 22
PL78,472,308,BLK 322 SUMANG WALK
SB5,395,308,BLK 322A SEMBAWANG CLOSE
Y48,485,308,BLK 386-399 YISHUN RING ROAD/AVENUE 6
HCM,386,309,BLK 104A HENDERSON CRESCENT
BL13,413,310,BLK 198/206 BOON LAY DRIVE
PL10,560,310,BLK 174 PUNGGOL FIELD
SB2,383,310,BLK 316A SEMBAWANG VISTA
S113,426,310,BLK 353 ANCHORVALE LANE
BRM,469,311,BLK 39 BENDEMEER ROAD
CK36,420,311,BLK 527A CHOA CHU KANG STREET 51
HG33,496,311,BLK 609-621 HOUGANG AVENUE 8
HG86,404,311,BLK 946A HOUGANG STREET 92
JM16,534,311,BLK 659 JURONG WEST STREET 65
Y66M,412,311,BLK 317 YISHUN AVENUE 9
PL65,466,312,BLK 310 PUNGGOL WALK
W182,425,312,BLK 182 WOODLANDS STREET 13
CK10,395,313,BLK 227A CHOA CHU KANG CENTRAL
SE9,470,313,BLK 135/141 SERANGOON NORTH AVENUE 2
SK96,385,313,BLK 440 FERNVALE LINK
W75,375,313,BLK 747A WOODLANDS CIRCLE
B10,516,314,BLK 404/413 BEDOK NORTH AVENUE 3
HG3B,432,314,BLK 991 BUANGKOK LINK
KM4,429,314,BLK 49A JALAN TIGA
TPMF,458,314,BLK 141A LORONG 2 TOA PAYOH
W91,414,314,BLK 630A WOODLANDS RING ROAD
J76M,415,315,BLK 832A JURONG WEST STREET 81
KM1,424,315,BLK 56A CASSIA CRESCENT
PM21,428,315,BLK 530 PASIR RIS DRIVE 1
BE18,560,316,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE
TM11,446,316,BLK 384A TAMPINES STREET 32
MNM,453,317,BLK 113 MCNAIR ROAD
PM26,449,317,BLK 521A PASIR RIS STREET 52
TGM1,388,317,BLK 63A TEBAN GARDENS ROAD
U1,516,317,BLK 101/110 BUKIT BATOK WEST AVENUE 6
W58,382,317,BLK 895D WOODLANDS DRIVE 50
BL18,391,318,BLK 208A BOON LAY PLACE
TBM3,385,318,BLK 78A TELOK BLANGAH STREET 32
TM30,408,318,BLK 701A TAMPINES STREET 71
CK41,444,320,BLK 708A CHOA CHU KANG STREET 53
PM23,380,320,BLK 564A PASIR RIS STREET 51
CK8A,373,321,BLK 203A CHOA CHU KANG AVENUE 1/CENTRAL
NT1,469,321,BLK 601 TAMPINES AVENUE 9
BJ19,491,322,BLK 409-419 FAJAR ROAD
TJ33,441,322,BLK 328A TAH CHING ROAD
W549,429,322,BLK 549A WOODLANDS DRIVE 44
W87,401,322,BLK 649A WOODLANDS RING ROAD
A78,546,323,BLK 157/163 ANG MO KIO AVENUE 4
Y71M,423,323,BLK 501 YISHUN STREET 51
CK2,464,324,BLK 109/117 TECK WHYE LANE
JMB1,492,324,BLK 117A JALAN MEMBINA
J94,421,324,BLK 288F JURONG EAST STREET 21
J97,411,324,BLK 273A TOH GUAN ROAD
W579,418,325,BLK 579A WOODLANDS DRIVE 16
PM32,453,326,BLK 631A PASIR RIS DRIVE 3
PM45,522,326,BLK 773A PASIR RIS STREET 71
TBM5,423,326,BLK 57A TELOK BLANGAH HEIGHTS
SB46,443,327,BLK 126 CANBERRA STREET
U51,350,327,BLK 412A BUKIT BATOK WEST AVENUE 4
Y17,459,327,BLK 243/257 YISHUN RING ROAD/AVENUE 9
Y60M,383,327,BLK 430 YISHUN AVENUE 11
Y75M,379,327,BLOCK 674 YISHUN AVENUE 4
BBM1,406,328,BLK 188A BUKIT BATOK WEST AVENUE 6
BJ69,428,328,BLK 643 SENJA CLOSE
BTM2,496,328,BLK 8C BOON TIONG ROAD
CK53,450,328,BLK 668A CHOA CHU KANG CRESCENT
M4,470,328,BLK 22/34/36 CIRCUIT ROAD
Q75M,509,328,BLK 10A HOLLAND DRIVE
SK25,407,328,BLK 257 COMPASSVALE ROAD
TM3,428,328,BLK 496A TAMPINES STREET 43
T72,640,328,BLK 401/417 TAMPINES STREET 41
BE8,544,329,"BLK 145-150A, 151 BISHAN STREET 11"
HG43,487,329,BLK 668-680 HOUGANG AVENUE 8
J80M,441,329,BLK 734A JURONG WEST STREET 73
SI4,461,329,BLK 120/122 SIMEI STREET 1
W12M,459,329,BLK 34A MARSILING DRIVE
Y64M,427,329,BLK 334 YISHUN STREET 31
BL17,443,330,BLK 268 BOON LAY DRIVE
B94,438,330,BLK 513A BEDOK NORTH AVENUE 2
W57,483,330,BLK 892C WOODLANDS DRIVE 50
HG30,433,331,BLK 464-468 HOUGANG AVENUE 10
HG89,387,331,BLK 435A HOUGANG AVENUE 8
U66,452,331,BLK 436 BUKIT BATOK WEST AVENUE 5
U22,495,333,BLK 310/323 BUKIT BATOK STREET 32/33
BRM6,467,334,BLK 116 JALAN TENTERAM
SB1,435,334,BLK 306B CANBERRA ROAD
W73,440,334,BLK 796A WOODLANDS DRIVE 72
AM43,465,335,BLK 455 ANG MO KIO STREET 44
W36,539,335,BLK 801-810 WOODLANDS STREET 81
W578,400,335,BLK 578A WOODLANDS DRIVE 16
Y51M,486,335,BLK 441 YISHUN AVENUE 11
HG77,423,336,BLK 919A HOUGANG AVENUE 4
W785,487,336,BLK 785 WOODLANDS RISE
KM3,535,337,BLK 11A PINE CLOSE
Y49,566,337,BLK 401/414 YISHUN RING ROAD/AVENUE 6
Y79M,453,337,BLK 465 YISHUN AVENUE 6
BJ61,470,339,BLK 548 SEGAR ROAD
B40,540,339,BLK 504/508 BEDOK NORTH STREET 3
B98,473,339,BLK 748 BEDOK RESERVOIR CRESCENT
SK35,496,339,BLK 297 COMPASSVALE STREET
PM25,508,340,BLK 500A PASIR RIS STREET 52
CKM3,456,341,BLK 445A CHOA CHU KANG AVENUE 4
KTM3,465,341,BLK 131A KIM TIAN ROAD
PM19,437,341,BLK 108A PASIR RIS STREET 12
SB28,498,341,BLK 482A ADMIRALTY LINK
W799,400,341,BLK 799 WOODLANDS DRIVE 60
SK28,460,342,BLK 203 COMPASSVALE ROAD
SK37,538,342,BLK 303 ANCHORVALE LINK
